id,name,group,group_title,status,functionality,use_when,ageint_topic,verbs,inputs,outputs,tags,harnesses,references_count,defensive_boundary,evidence_discipline,confidence_anchor,unsafe_redirect,safe_defensive_pattern,source_path
cognitive_security.propaganda_technique_classification,Propaganda Technique Classification,cognitive_security,Cognitive Security,implemented,Classify content against the canonical propaganda techniques (IPA and successors).,classify propaganda techniques; what techniques is this using; identify rhetorical manipulation,cognitive-security,read; reason; write,content; context_metadata; taxonomy_scope,technique_classification_table; analytical_interpretation,cognitive-security; cognitive_security; propaganda-analysis; rhetorical-analysis,claude; codex; hermes,6,"Use Propaganda Technique Classification only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Propaganda Technique Classification, bind every labelled technique to concrete evidence — a verbatim excerpt and the cognitive lever it exploits — and separate evidential technique identification from inferential intent attribution, labelling any intent claim that lacks supporting evidence as inference rather than classification.","High for Propaganda Technique Classification: each labelled technique is anchored to a verbatim content excerpt and a consistently applied IPA or SemEval category, the identified technique mix is corroborated across passes and the context metadata, and no unresolved contradiction would change the analytical interpretation of strategic intent.","Unsafe: 'Use Propaganda Technique Classification outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Propaganda Technique Classification to assess supplied material for manipulation indicators and recommend resilience measures with content, context metadata, and taxonomy scope' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/propaganda_technique_classification/SKILL.md
cognitive_security.attack_surface_of_belief_mapping,Belief Attack-Surface Mapping,cognitive_security,Cognitive Security,implemented,Map which beliefs of a target audience are most exposed to manipulation and why.,belief attack surface; which beliefs are most vulnerable; epistemic vulnerability map,cognitive-security,read; reason; write,audience_profile; belief_inventory; adversary_playbook,belief_attack_surface_map; priority_interventions,cognitive-security; cognitive_security; belief-systems; vulnerability-analysis,claude; codex; hermes,4,"Use Belief Attack-Surface Mapping only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Belief Attack-Surface Mapping, tie every exposure rating and every recommended intervention to concrete evidence from the audience profile, belief inventory, or adversary playbook that justifies each dimension score, and distinguish observed belief commitments from inferred vulnerability so the map is not mistaken for a targeting document.","High for Belief Attack-Surface Mapping: each high-exposure belief in the ranked map scores consistently across the four independent vulnerability dimensions — evidence thinness, emotional salience, identity anchoring, and social-proof dependence — the exposure ranking is stable when any single dimension score is set aside, and no unresolved contradiction in the audience profile would change the defensive prioritization.","Unsafe: 'Use Belief Attack-Surface Mapping outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Belief Attack-Surface Mapping to assess supplied material for manipulation indicators and recommend resilience measures with audience profile, belief inventory, and adversary playbook' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/attack_surface_of_belief_mapping/SKILL.md
cognitive_security.counter_messaging_strategy,Counter-Messaging Strategy,cognitive_security,Cognitive Security,implemented,Design ethical counter-messaging that corrects without amplifying the original falsehood.,counter-messaging strategy; how do I correct this without amplifying it; design a rebuttal,cognitive-security,read; reason; write,false_claim_or_narrative; audience_profile; intervention_timing; channel_constraints,counter_messaging_strategy; message_variants_table,cognitive-security; cognitive_security; counter-disinformation; inoculation-theory,claude; codex; hermes,6,"Use Counter-Messaging Strategy only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Counter-Messaging Strategy, tie every framework choice, messenger recommendation, and message variant to concrete evidence about the specific falsehood, the audience's prior beliefs and trust anchors, and the intervention timing, and verify against that evidence that the design centers the truth and names the technique rather than amplifying the claim.","High for Counter-Messaging Strategy: the recommended framework, centered truth, named technique, and messenger choice are each grounded in the audience's documented trust structure and the falsehood's spread state, the amplification risk has been measured rather than assumed, and no unresolved contradiction would change the pre-bunk versus de-bunk decision or the channel sequence.","Unsafe: 'Use Counter-Messaging Strategy outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Counter-Messaging Strategy to assess supplied material for manipulation indicators and recommend resilience measures with false claim or narrative, audience profile, and intervention timing' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/counter_messaging_strategy/SKILL.md
cognitive_security.media_literacy_assessment,Media Literacy Assessment,cognitive_security,Cognitive Security,implemented,Evaluate and strengthen an audience's lateral-reading and verification habits.,assess media literacy; how well does this audience evaluate sources; lateral reading audit,cognitive-security,read; reason; write,audience_profile; sample_content; existing_assessment_data,competency_gap_map; intervention_recommendations,cognitive-security; cognitive_security; media-literacy; verification,claude; codex; hermes,4,"Use Media Literacy Assessment only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Media Literacy Assessment, tie every dimension score, gap, and recommended intervention to concrete evidence — a behavioral observation, a sample-content response, or prior assessment data — and distinguish evidence of an applied habit from evidence of a memorized checklist before rating any competency.","High for Media Literacy Assessment: each competency score across source evaluation, lateral reading, verification triggering, and emotional-override resistance is grounded in observed behavior from the audience profile, sample content, and any existing assessment data, the gap root-causes are corroborated rather than assumed, and no unresolved contradiction would change the prioritized intervention plan.","Unsafe: 'Use Media Literacy Assessment outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Media Literacy Assessment to assess supplied material for manipulation indicators and recommend resilience measures with audience profile, sample content, and existing assessment data' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/media_literacy_assessment/SKILL.md
cognitive_security.cognitive_attack_kill_chain,Cognitive Attack Kill Chain,cognitive_security,Cognitive Security,implemented,Stage a cognitive attack (recon→delivery→exploitation→persistence) to plan defenses per stage.,cognitive attack kill chain; stages of an influence operation; where in the kill chain,cognitive-security,read; reason; search; write,campaign_evidence; target_context; prior_threat_intel,kill_chain_map; defender_action_plan; residual_uncertainty_log,cognitive-security; cognitive_security; threat-modeling; influence-operations,claude; codex; hermes,5,"Use Cognitive Attack Kill Chain only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Cognitive Attack Kill Chain, tie every stage assignment and every recommended intervention to concrete evidence — an observed account pattern, a content artifact, a distribution signal, or a prior threat report — record the confidence behind each assignment, and label any stage assessed on inference as a hypothesis rather than an established fact.","High for Cognitive Attack Kill Chain: each stage-completion assessment in the map is backed by observable campaign evidence rather than speculation, stage completion is kept distinct from achieved effect, the identified disruption points hold when any single indicator is removed, and no unresolved contradiction would change the prioritized defender action plan.","Unsafe: 'Use Cognitive Attack Kill Chain outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Cognitive Attack Kill Chain to assess supplied material for manipulation indicators and recommend resilience measures with campaign evidence, target context, and prior threat intel' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/cognitive_attack_kill_chain/SKILL.md
cognitive_security.audience_vulnerability_segmentation,Audience Vulnerability Segmentation,cognitive_security,Cognitive Security,implemented,Segment an audience by susceptibility to specific manipulation vectors (defensive use).,audience vulnerability segmentation; who is most susceptible; segment by susceptibility,cognitive-security,read; reason; write,audience_research; threat_vectors; intervention_constraints,segment_profiles; intervention_map,cognitive-security; cognitive_security; audience-analysis; defensive-strategy,claude; codex; hermes,4,"Use Audience Vulnerability Segmentation only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Audience Vulnerability Segmentation, anchor every segment profile and per-vector susceptibility rating to concrete evidence — survey results, behavioral traces, or documented information-environment patterns — link each rating to the specific threat vector it addresses, and flag any segment defined on inference alone as unvalidated rather than confirmed at-risk.","High for Audience Vulnerability Segmentation: each segment's per-vector susceptibility rating rests on psychological and behavioral evidence rather than demographic proxies, the segment boundaries hold across multiple independent variables drawn from corroborating audience research, and no unresolved contradiction would change which segments are prioritized for protective intervention.","Unsafe: 'Use Audience Vulnerability Segmentation outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Audience Vulnerability Segmentation to assess supplied material for manipulation indicators and recommend resilience measures with audience research, threat vectors, and intervention constraints' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/audience_vulnerability_segmentation/SKILL.md
cognitive_security.information_laundering_tracing,Information Laundering Tracing,cognitive_security,Cognitive Security,implemented,Track how a fringe claim is legitimized through layered republication into mainstream channels.,information laundering; how did this fringe claim go mainstream; trace the legitimization of a claim,cognitive-security,read; reason; search; web; write,claim_text; known_publications; time_window,laundering_chain; analysis_narrative,cognitive-security; cognitive_security; disinformation; provenance,claude; codex; hermes,4,"Use Information Laundering Tracing only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Information Laundering Tracing, tie every node, outlet-tier classification, and caveat-stripping claim to concrete evidence — a dated URL, an archive.org snapshot, or a direct quote of the claim — and require coordination signals such as identical phrasing or timing before any deliberate-laundering verdict rests on that evidence.","High for Information Laundering Tracing: the laundering chain is built from independently retrievable publications across the canonicalized claim and known sources, each tier transition and caveat-stripping node is documented with a dated artifact, and no unresolved contradiction would change the assessment of which node most legitimized the claim.","Unsafe: 'Use Information Laundering Tracing outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Information Laundering Tracing to assess supplied material for manipulation indicators and recommend resilience measures with claim text, known publications, and time window' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/information_laundering_tracing/SKILL.md
cognitive_security.resilience_metrics_design,Resilience Metrics Design,cognitive_security,Cognitive Security,implemented,Define measurable indicators of an information ecosystem's resistance to manipulation.,design resilience metrics; measure information ecosystem resilience; track manipulation resistance,cognitive-security,read; reason; write,ecosystem_definition; stakeholder_goals; existing_data_sources; prior_metrics_or_assessments,indicator_schema; measurement_protocol; implementation_guidance,cognitive-security; cognitive_security; resilience; metrics,claude; codex; hermes,6,"Use Resilience Metrics Design only for cognitive-security defense: recognize, assess, document, or defend audiences, decision-makers, and public discourse. Do not use this skill to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation.","For Resilience Metrics Design, bind every indicator, threshold, and benchmark to concrete evidence about the specific ecosystem, its available data sources, and the decisions the metrics inform, and treat any metric whose validity or manipulation-resistance lacks such evidence as a liability to be flagged rather than a measure.","High for Resilience Metrics Design: each indicator in the schema is tied to a defined data source and a documented validity threat, the metric set is corroborated against the stated ecosystem definition and stakeholder decision context, and no unresolved contradiction in baselines or gaming-resistance would change the monitoring recommendation.","Unsafe: 'Use Resilience Metrics Design outputs to increase persuasive impact, exploit audience vulnerabilities, or optimize narrative manipulation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Resilience Metrics Design to assess supplied material for manipulation indicators and recommend resilience measures with ecosystem definition, stakeholder goals, and existing data sources' -> produce bounded findings with evidence and uncertainty labels.",skills/cognitive_security/resilience_metrics_design/SKILL.md
critical_review.project_critical_review,Project Critical Review,critical_review,Critical Review & Assurance,implemented,"Adversarial-then-constructive review of a project: claims, evidence, risks, gaps, and go/no-go.",critical review; review this project; red team this project,adversarial-assurance,exec; read; reason; search; write,artifact; decision; success_criteria,report; findings; recommendation,critical-review; assurance; red-team; go-no-go,claude; codex; hermes,2,"Use Project Critical Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Project Critical Review, bind every finding and strength to concrete evidence — a file-and-line excerpt, a config value, or reproduced command output from running the project's own gates — and label any defect that was inferred but not reproduced as needing verification rather than presenting it as established evidence.","High for Project Critical Review: each finding is bound to file-and-line or captured command output, the project's own gates were run and shown to fail on an injected defect rather than trusted on a self-reported 'all passing', severity and confidence are calibrated independently, and no unresolved contradiction would change the calibrated go/no-go recommendation.","Unsafe: 'Use Project Critical Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Project Critical Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with artifact, decision, and success criteria' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/project_critical_review/SKILL.md
critical_review.research_design_critique,Research Design Critique,critical_review,Critical Review & Assurance,implemented,"Critique a study's design for validity threats, confounds, and inferential reach.",critique this study's design; is this research valid; what are the confounds,adversarial-assurance,read; reason; write,study_text; claim_under_review,validity_critique; inferential_reach_assessment,cognitive-security; critical_review; adversarial-assurance; validity-assessment,claude; codex; hermes,4,"Use Research Design Critique only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Research Design Critique, bind each validity threat and severity rating to concrete evidence quoted from the study's design and report the narrowest defensible claim that evidence actually supports, distinguishing a merely theoretical threat from one for which the study shows positive evidence of bias.","High for Research Design Critique: each validity threat is tied to specific design evidence from the study's methods, sampling frame, and measures, the assessments across internal, external, construct, and statistical-conclusion validity are made independently, and no unresolved contradiction would change the narrowed claim the design is judged to actually support.","Unsafe: 'Use Research Design Critique outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Research Design Critique to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with study text, and claim under review' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/research_design_critique/SKILL.md
critical_review.claim_evidence_audit,Claim-Evidence Audit,critical_review,Critical Review & Assurance,implemented,Bind every claim to its supporting evidence; flag overclaims and unsupported assertions.,claim evidence audit; check the evidence; overclaim,adversarial-assurance,read; reason; write,document; claim_taxonomy,claim_evidence_table; audit_summary,cognitive-security; critical_review; epistemic-integrity; overclaim-detection,claude; codex; hermes,5,"Use Claim-Evidence Audit only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Claim-Evidence Audit, bind each claim's verdict to concrete evidence by recording exactly what the document offers in support and classifying its type, and treat confidence language such as 'clearly' or 'obviously' as a claim about evidence strength to be evaluated, never as the evidence itself.","High for Claim-Evidence Audit: each substantive claim's sufficiency verdict is anchored to the specific evidence the document actually offers for it, the evidence-type classification and overclaim or unsupported ratings remain stable when any single claim-evidence pair is re-examined, and no unresolved contradiction would change the overall judgment of whether the conclusions can be trusted as stated.","Unsafe: 'Use Claim-Evidence Audit outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Claim-Evidence Audit to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with document, and claim taxonomy' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/claim_evidence_audit/SKILL.md
critical_review.reproducibility_assessment,Reproducibility Assessment,critical_review,Critical Review & Assurance,implemented,"Assess whether a result can be regenerated from the stated data, code, and seeds.",reproducibility check; can this be replicated; verify the result,adversarial-assurance,exec; read; reason; write,artifact; key_claims; environment_spec,reproducibility_scorecard; gap_report,cognitive-security; critical_review; reproducibility; epistemic-assurance,claude; codex; hermes,4,"Use Reproducibility Assessment only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Reproducibility Assessment, tie each scorecard status to concrete evidence — the available data and code, the pinned environment spec, and captured output from the reproduction attempt compared against the claimed numbers — and classify any input that is missing or unversioned as a not-assessable gap rather than as supporting evidence.","High for Reproducibility Assessment: each scorecard criterion's status is backed by an actual execution attempt against the stated data, code, seeds, and environment, the direct-versus-replication-versus-conceptual tier assignments hold when the documented procedure is re-run, and no unresolved contradiction between claimed and reproduced results would change the overall reproducibility tier.","Unsafe: 'Use Reproducibility Assessment outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Reproducibility Assessment to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with artifact, key claims, and environment spec' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/reproducibility_assessment/SKILL.md
critical_review.code_security_review,Code Security Review,critical_review,Critical Review & Assurance,implemented,"Review code for security defects, silent failures, and unsafe fallback behavior.",code security review; security audit; find vulnerabilities,adversarial-assurance,exec; read; reason; write,code; threat_model; review_scope,findings_table; security_review_narrative,cognitive-security; critical_review; secure-code-review; supply-chain-security,claude; codex; hermes,6,"Use Code Security Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Code Security Review, bind every finding to concrete evidence — a specific file-and-line excerpt, a dependency manifest entry, or captured scanner or static-analysis command output — and name the trust boundary and adversary action that would turn that evidence into an exploit, never suppressing stderr or exit codes while gathering it.","High for Code Security Review: each finding in the table is pinned to a specific file and line and corroborated by both manual tracing and automated scanner output, the severity and exploitability ratings hold when the trust-boundary path is re-traced, and no unresolved contradiction about a silent-failure or unsafe-fallback path would change the deployment recommendation.","Unsafe: 'Use Code Security Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Code Security Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with code, threat model, and review scope' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/code_security_review/SKILL.md
critical_review.statistical_validity_review,Statistical Validity Review,critical_review,Critical Review & Assurance,implemented,"Check statistical methods, power, multiple comparisons, and inference against the claims.",check the statistics; is the p-value valid; multiple comparisons problem,adversarial-assurance,read; reason; write,study_text; primary_claim,statistical_findings_table; corrected_inference,cognitive-security; critical_review; adversarial-assurance; statistical-reasoning,claude; codex; hermes,5,"Use Statistical Validity Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Statistical Validity Review, bind each findings-table row and the corrected-inference statement to concrete evidence drawn from the supplied study text or primary claim — a specific reported sample size, p-value, effect size, confidence interval, or pre-registration record — and state the inferential consequence that evidence supports; a severity rating asserted without a cited statistical artifact is speculation, not a finding, and must be labelled as such.","High for Statistical Validity Review: every row of the statistical findings table cites a specific passage from the methods, results, or supplementary tables; the power, multiple-comparisons, test-appropriateness, and Type S/M assessments each rest on independently checkable figures rather than a single source; the corrected-inference verdict stays stable when any single excerpt is removed; and no unresolved contradiction in the reported statistics would change whether the primary claim is supported, partially supported, or insufficiently supported.","Unsafe: 'Use Statistical Validity Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Statistical Validity Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with study text, and primary claim' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/statistical_validity_review/SKILL.md
critical_review.assumption_surfacing_review,Assumption Surfacing Review,critical_review,Critical Review & Assurance,implemented,Make every implicit assumption explicit and assess its load-bearing role.,surface assumptions; assumption check; what are we taking for granted,adversarial-assurance,read; reason; write,target_text; domain_context,assumption_register; assumption_review_narrative,cognitive-security; critical_review; structured-analytic-technique; key-assumptions-check,claude; codex; hermes,3,"Use Assumption Surfacing Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Assumption Surfacing Review, bind each surfaced assumption and its load-bearing and support ratings to concrete evidence drawn from the specific target-text passage or domain-context detail that reveals it, and label any premise resting only on confident assertion as an unsupported assumption rather than established evidence.","High for Assumption Surfacing Review: every load-bearing assumption in the register is grounded in a specific passage of the target text, the critical/supporting/peripheral classification and evidentiary-support rating hold up when any single excerpt is reconsidered, and no unresolved contradiction would change which premises are flagged as the most dangerous to the conclusion.","Unsafe: 'Use Assumption Surfacing Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Assumption Surfacing Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with target text, and domain context' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/assumption_surfacing_review/SKILL.md
critical_review.logical_coherence_review,Logical Coherence Review,critical_review,Critical Review & Assurance,implemented,Test an argument's internal consistency and the validity of its inferential steps.,logic check; fallacy review; argument validity,adversarial-assurance,read; reason; write,argument_text; key_claims,argument_map; fallacy_register; coherence_verdict,cognitive-security; critical_review; argumentation; fallacy-detection,claude; codex; hermes,4,"Use Logical Coherence Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Logical Coherence Review, bind each mapped premise, inferential step, and named fallacy to concrete textual evidence showing where it occurs, and assess the validity of the inference separately from the truth of the premises so that weak evidence for a premise is never confused with an invalid inference.","High for Logical Coherence Review: each entry in the argument map and fallacy register is tied to a specific passage and a named formal or informal fallacy, the coherence verdict and its validity-versus-soundness separation hold when hidden premises are made explicit, and no unresolved contradiction in the inferential chain would change whether the conclusion is judged to follow from its premises.","Unsafe: 'Use Logical Coherence Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Logical Coherence Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with argument text, and key claims' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/logical_coherence_review/SKILL.md
critical_review.citation_integrity_review,Citation Integrity Review,critical_review,Critical Review & Assurance,implemented,"Verify citations exist, say what they're claimed to say, and support the cited point.",citation integrity; verify citations; check references,adversarial-assurance,read; reason; web; write,document; citation_list,citation_audit_table; integrity_summary,cognitive-security; critical_review; source-verification; disinformation-defense,claude; codex; hermes,4,"Use Citation Integrity Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Citation Integrity Review, tie every match verdict and severity rating to concrete evidence from the retrieved source passage and the exact in-text claim it is meant to support, and treat a citation whose source text could not be located or compared as unverified evidence rather than as accurate.","High for Citation Integrity Review: each citation's existence verdict and accurate/partial/distorted/fabricated match assessment is corroborated by the retrieved source text itself, the severity ratings are stable when any single citation is rechecked against the original passage, and no unresolved contradiction would change the document's overall trustworthiness recommendation.","Unsafe: 'Use Citation Integrity Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Citation Integrity Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with document, and citation list' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/citation_integrity_review/SKILL.md
critical_review.threat_model_review,Threat Model Review,critical_review,Critical Review & Assurance,implemented,"Review a system's threat model for missing actors, surfaces, and assumptions.",review this threat model; what actors are missing from our threat model; are there attack surfaces we haven't considered,adversarial-assurance,read; reason; write,threat_model; system_description; review_focus,gap_report; assumption_register; revised_scope_recommendation,cognitive-security; critical_review; adversarial-assurance; threat-modeling,claude; codex; hermes,5,"Use Threat Model Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Threat Model Review, bind every gap, flagged assumption, and scope recommendation to concrete evidence from the supplied threat model, system description, or review focus — a quoted scope exclusion, a named actor or trust relationship, or a mitigation statement — and identify what an attacker would do where that element is missing; an unsupported gap is a conjecture, not a finding, and must be labelled as such.","High for Threat Model Review: every gap-report row ties a missing actor, surface, trust-boundary error, or unvalidated assumption to a specific element absent from the reviewed model and present in the independently derived expected set; the assumption register and revised scope recommendation are each corroborated by the system description rather than a single anchoring read of the model; the prioritized remediation ordering holds when any one finding is set aside; and no unresolved contradiction about realistic threats would change the scope conclusion.","Unsafe: 'Use Threat Model Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Threat Model Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with threat model, system description, and review focus' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/threat_model_review/SKILL.md
critical_review.ethics_and_harms_review,Ethics & Harms Review,critical_review,Critical Review & Assurance,implemented,"Assess dual-use, harm, and misuse potential of a project or capability.",ethics review; harms assessment; dual-use check,adversarial-assurance,read; reason; write,artifact; intended_use; deployment_context,harm_register; ethics_assessment,cognitive-security; critical_review; dual-use; ethics,claude; codex; hermes,4,"Use Ethics & Harms Review only for critical review and assurance: recognize, assess, document, or defend evidence quality, implementation integrity, and decision accountability. Do not use this skill to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation.","For Ethics & Harms Review, tie each harm scenario, mitigation, and residual-risk rating to concrete evidence from the artifact's capability boundaries, stated intended use, and deployment context, and treat a claimed mitigation as effective only when the evidence shows it is enforceable rather than aspirational.","High for Ethics & Harms Review: each scenario in the harm register names a concrete affected party with likelihood and severity grounded in the artifact and its deployment context, at least two incommensurable ethical frameworks converge on the assessment, and no unresolved contradiction about a dual-use misuse path would change the go/no-go recommendation.","Unsafe: 'Use Ethics & Harms Review outputs to launder weak claims, fabricate review findings, or produce exploit guidance without mitigation' -> refuse and redirect to defensive risk assessment.","Safe defensive: 'Use Ethics & Harms Review to review supplied artifacts for defects, evidence gaps, safety risks, or reproducibility failures with artifact, intended use, and deployment context' -> produce bounded findings with evidence and uncertainty labels.",skills/critical_review/ethics_and_harms_review/SKILL.md
